CountyName,area_damaged_open_space,area_damaged_ll,area_damaged_all
Camden,0.0,0.0,0.0
Gates,0.0,0.0,0.0
Iredell,0.0,0.0,0.0
Wilkes,0.0065555387523629485,0.008281285444234407,0.013111077504725897
Union,0.0,0.0,0.0
Cabarrus,0.0,0.0,0.0
Wake,0.0,0.0,0.0
Franklin,0.0,0.0,0.0
Pender,0.0,0.0,0.0
New Hanover,0.0,0.0,0.0
Durham,0.0,0.0,0.0
Orange,0.0,0.0,0.0
Chatham,0.0,0.0,0.0
Alamance,0.0,0.0,0.0
Harnett,0.0,0.0,0.0
Moore,0.0,0.0,0.0
Beaufort,0.0,0.0,0.0
Martin,0.0,0.0,0.0
Pitt,0.0,0.0,0.0
Greene,0.0,0.0,0.0
Wilson,0.0,0.0,0.0
Wayne,0.0,0.0,0.0
Anson,0.0,0.0,0.0
Lenoir,0.0,0.0,0.0
Robeson,0.0,0.0,0.0
Hoke,0.0,0.0,0.0
Johnston,0.0,0.0,0.0
Brunswick,0.0,0.0,0.0
Columbus,0.0,0.0,0.0
Bladen,0.0,0.0,0.0
Onslow,0.0,0.0,0.0
Sampson,0.0,0.0,0.0
Carteret,0.0,0.0,0.0
Duplin,0.0,0.0,0.0
Scotland,0.0,0.0,0.0
Richmond,0.0,0.0,0.0
Jones,0.0,0.0,0.0
Craven,0.0,0.0,0.0
Cumberland,0.0,0.0,0.0
Pamlico,0.0,0.0,0.0
Mecklenburg,0.0,0.0,0.0
Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728
Transylvania,0.029526630164260825,0.021805873568939767,0.05905326032852165
Hyde,0.0,0.0,0.0
Montgomery,0.0,0.0,0.0
Stanly,0.0,0.0,0.0
Gaston,0.0,0.0,0.0
Cleveland,0.0,0.0,0.0
Macon,0.008392660714285714,0.004400357142857143,0.016785321428571427
Cherokee,0.0,0.0,0.0
Clay,0.0089719364448858,0.0016313803376365444,0.0179438728897716
Henderson,0.0,0.0,0.0
Rutherford,0.0,0.0,0.0
Polk,0.0,0.0,0.0
Dare,0.0,0.0,0.0
Lee,0.0,0.0,0.0
Graham,0.4730869565217392,0.4578595317725754,0.9461739130434784
Haywood,2.3744117647058824,3.4689592760180994,4.748823529411765
Swain,0.003668217054263566,0.003144415733563021,0.007336434108527132
Lincoln,0.0,0.0,0.0
Buncombe,1.6192250489236788,2.1432485322896286,3.2384500978473576
Rowan,0.0,0.0,0.0
Davidson,0.0,0.0,0.0
Randolph,0.0,0.0,0.0
McDowell,1.9591141304347826,1.6368478260869566,3.918228260869565
Catawba,0.0,0.0,0.0
Burke,0.03830666666666665,0.06374179894179893,0.0766133333333333
Tyrrell,0.0,0.0,0.0
Edgecombe,0.0,0.0,0.0
Washington,0.003543035294117647,0.0051538823529411765,0.007086070588235294
Nash,0.0,0.0,0.0
Madison,0.0,0.0,0.0
Yancey,2.6939311578947365,2.023237894736842,5.387862315789473
Davie,0.0,0.0,0.0
Caldwell,1.2007894736842106,2.1904000000000003,2.4015789473684213
Alexander,0.0,0.0,0.0
Bertie,0.0,0.0,0.0
Mitchell,0.0,0.0,0.0
Guilford,0.0,0.0,0.0
Avery,5.33173875,3.3720631578947367,10.6634775
Forsyth,0.0,0.0,0.0
Chowan,0.004813714285714286,0.010831648351648352,0.009627428571428572
Halifax,0.0,0.0,0.0
Granville,0.0,0.0,0.0
Perquimans,0.0037271351351351348,0.0013155555555555557,0.0074542702702702695
Yadkin,0.0,0.0,0.0
Currituck,0.0,0.0,0.0
Pasquotank,0.0,0.0,0.0
Watauga,11.132631977256052,12.088983125458546,22.265263954512104
Vance,0.0,0.0,0.0
Northampton,0.0,0.0,0.0
Warren,0.0,0.0,0.0
Person,0.0,0.0,0.0
Caswell,0.0,0.0,0.0
Rockingham,0.0,0.0,0.0
Surry,0.0,0.0,0.0
Hertford,0.0,0.0,0.0
Stokes,0.0,0.0,0.0
Ashe,0.0,0.0,0.0
Alleghany,0.019478418972332014,0.0064932806324110685,0.03895683794466403
