CountyName,area_damaged_open_space,area_damaged_ll,area_damaged_all
Camden,0.0,0.0,0.0
Gates,0.0,0.0,0.0
Iredell,0.0,0.0,0.0
Wilkes,0.0,0.0,0.0
Union,0.0,0.0,0.0
Cabarrus,0.0,0.0,0.0
Wake,0.0,0.0,0.0
Franklin,0.0,0.0,0.0
Pender,0.003529246753246753,0.007901875901875901,0.007058493506493506
New Hanover,0.0077668085106382964,0.06480904255319149,0.015533617021276593
Durham,0.0,0.0,0.0
Orange,0.0,0.0,0.0
Chatham,0.0,0.0,0.0
Alamance,0.0,0.0,0.0
Harnett,0.0,0.0,0.0
Moore,0.0,0.0,0.0
Beaufort,0.0,0.0,0.0
Martin,0.0,0.0,0.0
Pitt,0.0,0.0,0.0
Greene,0.0,0.0,0.0
Wilson,0.0,0.0,0.0
Wayne,0.0,0.0,0.0
Anson,0.0,0.0,0.0
Lenoir,0.0,0.0,0.0
Robeson,0.0,0.0,0.0
Hoke,0.0,0.0,0.0
Johnston,0.0,0.0,0.0
Brunswick,0.0,0.0,0.0
Columbus,0.0,0.0,0.0
Bladen,0.0,0.0,0.0
Onslow,0.0,0.0,0.0
Sampson,0.0,0.0,0.0
Carteret,0.008866256157635467,0.023228790366721402,0.017732512315270933
Duplin,0.0,0.0,0.0
Scotland,0.0,0.0,0.0
Richmond,0.0,0.0,0.0
Jones,0.0,0.0,0.0
Craven,0.0,0.0,0.0
Cumberland,0.0,0.0,0.0
Pamlico,0.0,0.0,0.0
Mecklenburg,0.0,0.0,0.0
Jackson,0.01134199343724364,0.004042986054142741,0.02268398687448728
Transylvania,0.5905326032852166,0.4361174713787955,1.1810652065704332
Hyde,0.0010411685393258428,0.0028397579948141747,0.0020823370786516855
Montgomery,0.0,0.0,0.0
Stanly,0.0,0.0,0.0
Gaston,0.0,0.0,0.0
Cleveland,0.0,0.0,0.0
Macon,2.5177982142857145,1.320107142857143,5.035596428571429
Cherokee,0.0,0.0,0.0
Clay,0.029906454816286,0.0054379344587884805,0.059812909632572
Henderson,0.0,0.0,0.0
Rutherford,0.0,0.0,0.0
Polk,0.0,0.0,0.0
Dare,0.00237501626545218,0.013894860117111257,0.00475003253090436
Lee,0.0,0.0,0.0
Graham,10.90662554347826,10.576555183946489,21.81325108695652
Haywood,11.889207352941177,17.391049170437412,23.778414705882355
Swain,0.5502325581395351,0.4716623600344531,1.1004651162790702
Lincoln,0.0,0.0,0.0
Buncombe,1.6192250489236788,2.1432485322896286,3.2384500978473576
Rowan,0.0,0.0,0.0
Davidson,0.0,0.0,0.0
Randolph,0.0,0.0,0.0
McDowell,0.03265190217391304,0.02728079710144928,0.06530380434782608
Catawba,0.0,0.0,0.0
Burke,0.015322666666666662,0.025496719576719576,0.030645333333333323
Tyrrell,0.0,0.0,0.0
Edgecombe,0.0,0.0,0.0
Washington,0.0,0.0,0.0
Nash,0.0,0.0,0.0
Madison,0.021614210526315788,0.021615789473684213,0.043228421052631576
Yancey,11.943852631578949,9.222736842105267,23.887705263157898
Davie,0.0,0.0,0.0
Caldwell,0.018011842105263156,0.032856,0.03602368421052631
Alexander,0.0,0.0,0.0
Bertie,0.0,0.0,0.0
Mitchell,0.0,0.0,0.0
Guilford,0.0,0.0,0.0
Avery,0.038024999999999996,0.02401754385964912,0.07604999999999999
Forsyth,0.0,0.0,0.0
Chowan,0.0,0.0,0.0
Halifax,0.0,0.0,0.0
Granville,0.0,0.0,0.0
Perquimans,0.0,0.0,0.0
Yadkin,0.0,0.0,0.0
Currituck,0.0,0.0,0.0
Pasquotank,0.0,0.0,0.0
Watauga,7.792240344827584,8.46108290535583,15.584480689655168
Vance,0.0,0.0,0.0
Northampton,0.0,0.0,0.0
Warren,0.0,0.0,0.0
Person,0.0,0.0,0.0
Caswell,0.0,0.0,0.0
Rockingham,0.0,0.0,0.0
Surry,0.0,0.0,0.0
Hertford,0.0,0.0,0.0
Stokes,0.0,0.0,0.0
Ashe,0.0,0.0,0.0
Alleghany,0.019478418972332014,0.0064932806324110685,0.03895683794466403
